window_start,week,mtf7w2,mwwcn6,lms8m4,dsdxd8,wgocn,jdf5g4,dtqb7d,habc8,ngtp8b,kedgm9,kab5zb,jfk535,mmvd,hnldm2,jdk88,ajdqnf,nm8c7,jmd5h8,anfz9,oro26b,kdcn,krh5f5,tah5z2,jlkm94,nhm2p3,tlgdq9,lpnb79,tjdpzd,wahbf,jrrgxf,zws2p8,ajb9b3,elnfh,pt7td,hmnhx4,mdvw5,jahq76,tcdzb7,jac345,mmg9n6,tkbn4,hemmb2,dlokv6,bay6g7,jlgwx,pecxc9,rrg3md,mjpg95,njd5zf,jhgn9,jkn7f,kah89f,amsh7,bpc42
1359988800,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1187.5,17263.376815940497,0.001,0.001,0.001,1544.2705949425322,0.001,2447.797157622739,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,135.41666666666666,0.001,1051.172228371617,0.001,0.001,0.001,651.4919595699196,0.001,5632.708410663485,0.001,68.0921052631579,1747.8203977813016,0.001,18380.154511074106,2751.9094205914853
1359989100,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1050.3603275734733,2375.0,3288.6393229166665,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,28313.68086978381,0.001,1249.5582217261904,0.001,0.001,0.001,0.001,0.001,1602.311540756718,0.001,73.80319148936171,26.770703608956268,0.001,5510.383030071499,5853.158329043344
1359989400,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,12768.253934328384,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1939.938307884527,0.001,1363.1361433672123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,36172.99039730253,0.001,6871.875,0.001,0.001,0.001,0.001,7125.0,0.001,0.001,2105.569579212671,20.105618466898953,0.001,1536.830357142857,71.90205480284268
1359989700,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7329.488595911178,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4843.664307336182,28088.61213416659,15468.586042458766,0.001,0.001,0.001,25523.29746651097,0.001,0.001,0.001,0.001,0.001,0.001,10690.474980828221,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,140.625,65.75179031960947,0.001,203.125,3420.966807336328
1359990000,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,25275.6748600123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7125.0,151549.70535418036,3803.7276908888766,0.001,0.001,0.001,2247.367310810199,0.001,0.001,0.001,0.001,0.001,0.001,2075.4660551660218,0.001,23833.82721087586,0.001,0.001,0.001,0.001,0.001,0.001,0.001,16.843971631205672,20.03517316017316,0.001,0.001,9257.812499999998
1359990300,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6692.826881260425,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2025.3747740191036,0.001,10.14957264957265,0.001,0.001,0.001,2072.465204369274,0.001,0.001,0.001,0.001,0.001,0.001,4895.666063537157,0.001,30816.60248465233,0.001,0.001,0.001,0.001,0.001,0.001,0.001,43.144153897401736,15.00675028941756,0.001,0.001,2827.1630527210887
1359990600,Week1,0.001,0.001,0.001,15864.612771820679,0.001,0.001,0.001,0.001,0.001,0.001,0.001,157.78935515352373,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,40.25001126938334,0.001,2982.3897402510684,0.001,1750.0,0.001,0.001,0.001,4153.062301675771,0.001,0.001,0.001,0.001,16.927083333333332,0.001,1782.9659237726098,0.001,9395.60296474359,0.001,200.89285714285717,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1640.802556818182
1359990900,Week1,0.001,0.001,21.212417077397284,12277.241111193998,0.001,0.001,0.001,0.001,0.001,0.001,0.001,12966.680873665444,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,69.31515957446808,0.001,3778.8273380265564,0.001,17.375886524822693,0.001,0.001,0.001,2866.477272727273,0.001,0.001,0.001,0.001,0.001,0.001,2723.126352813853,0.001,7184.660793744774,0.001,0.001,0.001,0.001,0.001,0.001,0.001,69.55645161290322,0.001,0.001,0.001,19359.761218841875
1359991200,Week1,0.001,0.001,16.70048701298701,6398.550532930803,0.001,0.001,0.001,0.001,0.001,0.001,0.001,11787.509467373844,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,31.914893617021274,0.001,0.001,0.001,2333.3333333333335,11.842105263157894,10.14957264957265,0.001,0.001,0.001,2909.036075367647,0.001,0.001,0.001,0.001,0.001,0.001,11226.237796886504,0.001,460.90218812116495,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,23174.633148822
1359991500,Week1,0.001,0.001,718.75,88.73478135198445,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3216.722995892405,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68.58552631578947,0.001,1017.8571428571428,0.001,10.106382978723405,0.001,0.001,0.001,3428.5910087719294,0.001,0.001,0.001,0.001,0.001,0.001,3603.069196428571,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,923.2047872340426,0.001,0.001,0.001,2376.036931818182
1359991800,Week1,0.001,0.001,0.001,214.97889101306365,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1930.5209797108264,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,13.719512195121949,0.001,1996.2418415839038,0.001,0.001,0.001,0.001,0.001,3245.8488707983197,0.001,0.001,0.001,0.001,0.001,0.001,1052.7309614557284,0.001,0.001,129.27027329749103,0.001,0.001,0.001,3562.5,0.001,0.001,15267.114171146808,0.001,0.001,0.001,18543.37250087795
1359992100,Week1,0.001,0.001,8.03072625698324,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,8.944746376811594,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,69.31515957446808,0.001,4659.962797619048,0.001,1304.7745174702472,0.001,0.001,0.001,6040.9838642177,0.001,0.001,0.001,0.001,0.001,0.001,406.25,0.001,0.001,0.001,0.001,0.001,0.001,5.284926470588236,0.001,0.001,5836.828126709897,0.001,0.001,0.001,7088.695450981352
1359992400,Week1,0.001,0.001,11100.786775233708,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6945.312831632267,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3228.089943910257,66.47026457184718,972.3808387191539,0.001,0.001,0.001,5106.33077385534,0.001,0.001,0.001,0.001,0.001,0.001,3890.3179468557755,0.001,59592.68754298064,0.001,0.001,0.001,0.001,1473.958333333333,0.001,0.001,47542.17641813172,0.001,0.001,0.001,2318.6431623931626
1359992700,Week1,0.001,0.001,61594.26735227301,0.001,9445.662098647494,0.001,0.001,0.001,0.001,0.001,0.001,199.0150558797079,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,27.217741935483872,0.001,37.577016843971634,0.001,1821.071424512249,2352.878289473684,4481.875,0.001,0.001,7125.0,2282.9596350850948,0.001,0.001,0.001,0.001,505.02795015760444,0.001,2313.2261116449417,0.001,951.5376984126984,0.001,0.001,0.001,0.001,0.001,0.001,0.001,267.576041411303,0.001,0.001,0.001,5799.710001482061
1359993000,Week1,0.001,0.001,0.001,0.001,3347.487050037763,0.001,0.001,0.001,0.001,67082.70009612362,0.001,37.028235290828576,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,32193.773591971833,0.001,0.001,0.001,69.31515957446808,0.001,2055.845238907074,24051.29373218627,27144.889718151553,0.001,0.001,38778.058386439414,62028.87726023719,12263.827437323323,0.001,0.001,0.001,7125.0,0.001,14550.138918033115,0.001,28716.64751450167,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,75911.45833333333,63.72028128747043,0.001,21478.331638289055
1359993300,Week1,0.001,0.001,0.001,0.001,69316.78584370433,0.001,0.001,0.001,0.001,20950.628651420666,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,13.5625,664.5393192488264,0.001,0.001,67.20333020637898,0.001,2813.4162845784795,7203.310703728813,7818.26989200036,0.001,9749.806861381765,57762.105063834075,2373.848208894065,104057.8451078276,0.001,0.001,0.001,0.001,0.001,21753.643451201795,0.001,59142.97940790954,1320.945945945946,0.001,0.001,0.001,2858.146892492636,13940.769755222776,0.001,1801.6411163522012,0.001,17.856382978723406,666.8549390580074,2610.9617204828764
1359993600,Week1,0.001,0.001,0.001,0.001,2218.3428970223326,0.001,0.001,0.001,0.001,108.33333333333336,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,64.26023802483736,21375.993746835873,0.001,0.001,69.31515957446808,0.001,1425.0,1152.7412280701753,2850.1186767248646,0.001,7692.368201845305,6738.283719457929,4871.544982007772,4894.071951907395,0.001,365.1315789473685,0.001,0.001,0.001,114.16939134808854,0.001,19982.469214118082,14407.795258141756,0.001,0.001,0.001,2293.459231399298,21946.078236457834,0.001,554.0943986352005,0.001,0.001,101.64763397522017,10884.52269160454
1359993900,Week1,0.001,0.001,16600.62413200157,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,24598.753661924387,0.001,0.001,0.001,0.001,4101.5625,61519.3545168961,1648.0654761904764,0.001,4623.933274530994,0.001,3683.072916666666,4649.956359785265,0.001,0.001,0.001,0.001,0.001,3378.1792242645874,0.001,2943.836300872093,63193.72233575927,0.001,0.001,0.001,4349.743106616546,6614.459040424944,0.001,1760.0063131313134,0.001,0.001,1540.46875,1484.342391778339
