,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959,0.06432714679168959
2,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288,0.19130490000035288
3,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904,0.11929944816199904
4,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078,0.17394598252821078
5,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519,0.05703615519508519
6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
7,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392,0.08607038627484392
