,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1,0.001,0.08245665859709239,0.0590405743152684,0.09094956412664422,-0.04133495417695078,0.015475207813812755,0.015219956727193985,0.001,0.001,-0.024818447354314647,-0.05673353268884686,0.09386344610482095,0.025634073258675106,0.08997265266201529,0.001,-0.047543852401732804,-0.03112948022355252,0.01577663858572305,0.0590139492262882,0.07845998391956452,0.04516568223661536,0.02518814239899459,0.045721514516816546,-0.0011130346755678176,0.017839684853629953,0.14161877206175644,-0.0030687100458743756,-0.026823925585994193,-0.009227820353557847,0.10438935988865679,0.09205872694199355,-0.07158467946041304,-0.009913337667531505,0.08572788515107788,0.009475769499783354,0.11407639524780058,0.001,-0.08465438527706169,-0.05321257097519749,-0.0030972361948165836,-0.005261983862325286,-0.13038979993762145,-0.06400600689691371,0.0948653659158846,0.014632153629803694,0.20751121166572237,-0.001730442395194595,-0.04308085125746492,0.04023859788411208,0.026653333443915347,-0.007090201518251797,0.04983104206306366,0.061550137901444896,0.022883373895460253
2,0.001,-0.06825119258958319,0.301200809717982,0.013199081663871062,0.030244110134680192,0.09595500660391118,-0.0052444953691979405,0.001,0.001,-0.08316628067630286,0.057527372606855295,-0.1406595283653942,0.11331505094903069,0.09388187148585095,0.001,-0.016503732796010796,0.030848633188756573,0.1264610518089307,0.006577213365977103,-0.04410289208769178,-0.23191739550043902,0.045372992999050656,-0.18429951225915678,-0.028540064477821363,0.011693701036593923,0.06607793376616222,-0.0678284351598514,-0.010912775198756955,0.04454939369321059,-0.011273775886358143,0.1528096874623962,0.04846157531270766,-0.03683131081805719,0.08066617304191578,-0.06041399782391287,0.14846154183444718,0.001,-0.04164374911950885,0.21661561923857625,-0.06295491199326658,0.0040278792029705525,0.02426263268848851,0.12093579419065552,0.059806044974780315,0.0071742122167449355,-0.054063105502017095,0.0520397141908083,-0.01862986220963375,0.05932068267519017,0.009507082328895244,0.09470517948994407,-0.13605077985955172,0.07066451902728622,-0.03001170167432784
3,0.001,0.08056037115807183,0.08354127696529702,0.2835866512043883,0.08068872808313571,0.13621717756760504,0.02256384805471568,0.001,0.001,0.1271077474343592,-0.09118548343671128,0.1558995155410768,0.20455992559711864,0.003854664928525775,0.001,0.1054457899028467,0.07262953926487292,0.1663084326235556,-0.043535989046375026,0.11139161161530876,0.20432968568117144,0.14926852855864178,-0.03154633072449257,0.034910370772691,0.1272899380470329,0.07850977246603233,-0.06190351282235405,0.05726356463951589,-0.09112242772472168,0.030831821212347624,0.15217882857042583,0.07946335873217177,0.0668601476106806,-0.05218766899223473,0.03490951323326024,0.1364333156765159,0.001,-0.07095711201128302,0.05741108741922417,0.03774100466483039,0.1376840921464965,0.06891665324257315,0.009785505866723119,0.023930285003361862,-0.07234086724081366,0.04106732348521031,-0.030805430029959998,-0.1081959587810988,-0.06067178970774218,0.08299863364997917,0.015100852509942503,-0.119477600582413,-0.12633935977659447,0.002380626674048302
4,0.001,-0.07253484255379422,-0.0022645337916178446,0.0021396056937673645,0.5958188913276787,-0.1575351908352248,0.177182153647646,0.001,0.001,0.08916516405544549,0.48556954150280646,0.12477764868539229,0.04349508582607904,-0.0705155011845904,0.001,0.03917687869469498,0.03896665451839883,0.25570025676938957,0.19363941198495177,0.08610093761699848,-0.03961218381252,0.0221494008844402,0.012011326996768235,0.1076520826410978,0.37460943356090715,-0.1545241732016496,0.03598481349082619,0.07515146949788527,0.05431713499296067,0.08296045345295255,0.16030423865508395,0.26479858919828364,-0.0353096443234965,0.16443428875805063,-0.013244598856686452,0.2209342388632145,0.001,0.021755388473102308,0.3440494416549884,0.009223191946504112,0.08237715864736148,0.28954256484433966,0.3193976859537747,-0.02257467958994837,-0.07041812651191295,0.035156762639770765,0.1152265708390441,0.0432096659707699,-0.0105591353761612,0.13955872400495373,-0.22848913734384813,-0.06366106589231074,-0.25847762181338774,-0.1793091400603822
5,0.001,0.012421533117458318,0.0562583203394912,0.08967843880093074,-0.030117057596109525,0.16195674220934667,-0.05847899706258208,0.001,0.001,0.10904066815652556,-0.04340073247217059,0.10383150543699564,0.06786555838117408,0.038729638217502804,0.001,-0.08017806225247222,0.09970269570378447,0.16681487691677413,0.0379452757263471,0.18553986735107036,0.042245429509447034,0.0036463006327740817,0.04943199485466718,0.11970721705648908,0.023416180252741427,0.13809233197423887,-0.03990882189472471,-0.03797101786574775,-0.030376758479910074,-0.04870778776694505,-0.02310110377586404,-0.08827554908137593,-0.005286120600854717,-0.013978054991690778,0.26459524948924923,0.09197352457884142,0.001,0.04280264039103849,0.10379051263484533,0.044817635159794526,0.0909946955550508,0.11798101200460066,0.043449968615712334,0.1035608917259214,-0.05447918709019271,-0.021983317525008473,0.10459382466598176,-0.061916510079252085,-0.024127244000335855,0.1602768040954018,0.11665835810936964,0.1894895548502282,-0.0059208922619882155,0.07481766445421964
6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
7,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8,0.001,0.06008712245357502,0.07005117456842762,-0.04616520279413761,-0.05378637671736707,0.06556898836407059,-0.014091762301788067,0.001,0.001,-0.03867082894819903,-0.0032506460159905945,-0.03214390116864081,-0.013022109367239682,-0.03613041240311346,0.001,-0.011865358878733981,-0.015571977100118447,-0.09110213350590063,-0.034300292386904845,-0.03509047674115767,-0.0687282361798285,-0.045862122781349775,0.03519165943094517,0.009302202934544765,0.046810804013897485,0.19507346265292447,-0.033863581156968074,-0.03356699499216698,0.1275548960745641,-0.03535190089760517,-0.09392702737307415,-0.05150035170974585,-0.017372255560877306,-0.00835114352887582,0.02815513973245735,0.005881717771994711,0.001,0.009345727782618917,-0.0002989372290267749,0.05566407555243905,-0.040406713747213774,-0.08750917928739582,0.0309567989786845,0.005578159432337849,0.2363040484360644,-0.04919647706385391,0.061890962885457326,0.07750322385053983,-0.04187142672959948,-0.041110342008007096,-0.09303611771505228,0.10612611745459023,-0.0974418900478946,0.07464446735623011
9,0.001,0.044717796483235234,0.0331751041835604,0.05653791451012519,0.24252798602741266,0.05888080052309562,0.021190965201794483,0.001,0.001,0.18265390397328043,0.0681822584825243,0.001029170462148061,0.07489768710778559,-0.09126178779040779,0.001,-0.024020767961795093,0.03837670660540911,0.040507619468752365,0.01546982272152421,0.06365663688864402,0.05234929617061841,-0.022200694711446364,0.09794018885547881,0.02229885742462895,0.1700084358306661,0.06521303352490859,0.03135969188585771,0.09039736779569954,-0.019290037593737888,-0.0031613443902525932,0.15336177732316436,0.05416553375468761,0.07129636142688679,0.003608772532631843,0.06834673030944784,0.13479109022582872,0.001,-0.05154395870104007,-0.0394048262752066,0.10724044187970395,0.03974666438478039,0.06610616494756828,0.17444982687054392,0.0038103790695488897,-0.045390644962266774,0.019200035282496045,-0.002267778574865663,0.014260165854951443,0.12782992099024837,0.0742232604650781,0.07204993483178032,-0.002499724677469101,0.1137773429871891,0.021027822049066353
