Real First Packet,doctets/Duration
1359986102.381,39.8936170212766
1359986103.463,39.8936170212766
1359986101.192,39.8936170212766
1359986103.423,39.8936170212766
1359989540.686,92440.89673913043
1359989542.744,4433.189655172414
1359989530.212,2077.7138157894738
1359989528.47,511.26802884615387
1359989551.841,4329.545454545454
1359989538.202,20996.995192307695
1359989551.815,340.2248475609756
1359989552.518,400.8819018404908
1359989552.773,1412.7114661654134
1359989553.936,600.6009615384615
1359989562.625,2119.0972222222226
1359989571.29,88957.03125
1359989551.752,455.74199507389164
1359989553.147,509.375
1359989554.403,1229.0558510638298
1359989568.997,71924.71590909091
1359989570.8,123664.0625
1359989569.862,7559.375
1359989569.862,3457.589285714286
1359989570.814,75695.3125
1359989579.078,634.744623655914
1359989621.947,3008.184523809524
1359989617.312,3013.3928571428573
1359989622.93,2910.15625
1359989623.248,8787.5
1359989667.405,6421.875
1359989665.567,1309.1032608695652
1359989654.038,577.759929906542
1359989674.124,5987.9807692307695
1359989660.605,160.64814814814815
1359989668.306,4062.5
1359989668.261,3755.5803571428573
1359989684.896,1938.0787037037037
1359989674.572,1255.2083333333333
1359989675.013,536.5691489361702
1359989688.564,1435.8974358974358
1359989698.729,6382.352941176471
1359989694.634,792.0673076923077
1359989691.545,446.3959854014599
1359989692.184,304.0771484375
1359989685.26,1951.0016025641025
1359989688.594,3572.0703125
1359989688.593,3691.0297439759033
1359989688.593,3660.8483483483483
1359989708.559,4861.019736842105
1359989705.867,40.47131147540984
1359989698.121,724.624060150376
1359989707.206,1889.7688356164383
1359989710.708,3726.5625
1359989703.923,4392.857142857143
1359989700.142,363.7210264900662
1359989707.237,4737.5
1359989712.379,1851.753048780488
1359989715.015,4305.46875
1359989709.936,654.8177083333333
1359989706.207,12432.8125
1359989703.868,1626.03672985782
1359989703.867,4212.13107638889
1359989706.649,7398.897058823529
1359989705.589,8431.06617647059
1359989717.57,10.076530612244897
1359989729.499,2989.762931034483
1359989714.152,19.681876606683804
1359989713.087,613.0712365591397
1359989764.275,8908.203125
1359989763.094,6669.270833333333
1359989748.985,104.43691037735849
1359989769.139,4532.0723684210525
1359989770.702,5054.6875
1359989782.203,26.253633720930235
1359989804.038,173.5372340425532
1359989703.497,3169.2323611818647
1359989824.522,342.2677865612648
1359989841.795,6380.208333333333
1359989824.878,65.58560924369748
1359989863.5,12776.041666666666
1359989876.313,7453.125
1359989874.639,2519.7368421052633
1359989874.507,3144.886363636364
1359989875.476,1291.5441176470588
1359989883.433,1932.0652173913045
1359989875.474,913.697429906542
1359989875.684,2191.964285714286
1359989877.043,308.62603305785126
1359989877.413,442.08916083916085
1359989882.725,408.5395244215938
1359989880.58,5524.147727272728
1359989907.433,1189.0368852459017
1359989911.46,6069.602272727272
1359989908.392,3159.090909090909
1359989918.146,5002.314814814815
1359989910.589,1318.287037037037
1359989903.771,95.13519503546098
1359989920.06,3273.2263513513512
1359989907.75,145606.5340909091
1359989913.618,108532.98611111111
1359989913.618,3760.955459770115
1359989914.764,5886.71875
1359989914.573,4858.993902439025
1359989917.202,8067.434210526315
1359989920.192,6314.0625
1359989931.883,4986.11111111111
1359989934.479,16.927083333333332
1359989976.223,4096.875
1359989954.885,660.1027397260274
1359990014.691,3104.8177083333335
1359990012.873,3675.78125
1359990017.337,7298.61111111111
1359990003.717,2796.875
1359990028.419,4648.4375
1359990027.056,4333.639705882353
1359989908.376,3662.3666359325603
1359990012.697,334.61084905660374
1359990040.918,1636.71875
1359990026.366,1507.1022727272727
1359990027.853,3396.875
1359990026.623,489.68446601941747
1359990029.453,10821.875
1359990034.314,4617.1875
1359990053.463,115.40570175438597
1359990056.282,75.22551546391752
1359990069.379,242.47685185185185
1359990068.471,159.67987804878047
1359990074.398,192.21698113207546
1359990066.474,25.479403409090907
1359990073.617,1117.7083333333333
1359990097.104,854.1666666666666
1359990101.709,321578.125
1359990101.836,27453.125
1359990100.994,82984.375
1359990100.993,5489.583333333333
1359990101.141,11296.875
1359990101.331,4804.6875
1359990101.458,140598.95833333334
1359990101.65,377757.8125
1359990101.585,21713.541666666668
1359990101.713,371395.8333333333
1359990101.649,16187.5
1359990097.808,29398.097826086956
1359990101.839,60765.625
1359990101.839,116222.65625
1359990099.466,1388.0739795918366
1359990100.294,14515.625
1359990100.586,17171.875
1359990104.358,103593.75
1359990104.553,2781.25
1359990077.869,5093.75
1359990078.947,437.90849673202615
1359990083.533,39.8936170212766
1359990104.909,5338.541666666667
1359990097.291,5051.9425675675675
1359990097.864,3494.53125
1359990106.882,30859.375
1359990099.648,454.6066810344828
1359990099.519,351.0328389830508
1359990100.667,930.2705223880597
1359990104.801,2914.0625
1359990105.562,1734.375
1359990099.409,5101.628151260505
1359990099.536,544.6047008547008
1359990107.709,5500.0
1359990089.008,4723.214285714285
1359990090.249,1067.0362903225807
1359990107.671,56.59138655462185
1359990094.875,4410.416666666666
1359990097.507,38019.53125
1359989875.258,83.76682986536107
1359990110.417,8243.351063829787
1359990110.62,516.6973039215686
1359990205.992,1947.6902173913045
1359990210.669,9198.660714285714
1359990211.498,9057.291666666666
1359990206.855,831.1965811965813
1359990217.81,4131.510416666667
1359990218.764,4728.794642857143
1359990206.348,824.022346368715
1359990206.793,285.20927601809956
1359990215.3,1215.2122641509434
1359990217.949,4505.681818181818
1359990218.712,4515.625
1359990220.283,5561.197916666667
1359990208.535,1091.1144578313251
1359990208.724,3878.2393292682927
1359990205.347,2776.785714285714
1359990210.62,113024.55357142857
1359990216.585,119921.875
1359990216.473,179776.04166666666
1359990216.535,38088.315217391304
1359990217.111,1510.9375
1359990220.512,6066.40625
1359990237.078,1291.6666666666667
1359990267.049,1799.2424242424242
1359990249.211,599.2005813953488
1359990258.95,2239.9839743589746
1359990259.813,5952.196782178218
1359990262.698,17645.089285714286
1359990261.444,96.03851010101009
1359990262.799,4153.409090909091
1359990263.68,23528.645833333332
1359990267.421,2033.8541666666665
1359990285.151,1878.90625
1359990291.365,83.52767412935323
1359990298.349,688.308923705722
1359990326.312,1625.0
1359990353.572,73.86363636363637
1359990265.925,1199.5854090194023
1359990391.035,6501.302083333333
1359990262.42,3684.386177823199
1359990394.424,384.693287037037
1359990400.635,870.8600427350427
1359990403.906,2358.3559782608695
1359990412.417,3986.6071428571427
1359990391.969,2928.483072916667
1359990401.459,438.1188118811881
1359990400.78,5699.21875
1359990400.843,4919.034090909091
1359990403.028,85062.5
1359990431.112,7588.815789473684
1359990407.492,3268.75
1359990417.376,530.5921052631579
1359990434.066,289.0625
1359990438.477,227.4816176470588
1359990447.045,7710.9375
1359990437.677,162.5
