Real First Packet,doctets/Duration
1359982825.406,7125.0
1359982845.684,4640.625
1359982883.659,812.5
1359982886.928,21093.75
1359982887.376,17119.791666666668
1359983006.881,32.608695652173914
1359983069.488,123.046875
1359983098.593,2156.25
1359983098.288,1437.5
1359983139.15,3562.5
1359983341.478,4053.571428571429
1359983343.209,19179.6875
1359983343.208,19382.8125
1359983342.75,3249.6464932126696
1359983343.292,924.2584745762712
1359983450.555,3562.5
1359983762.607,2375.0
1359983818.068,3646.2053571428573
1359983947.009,934.375
1359983947.767,171.875
1359984076.986,3562.5
1359984388.072,7125.0
1359984700.421,3562.5
1359984700.106,4890.625
1359984720.423,3646.2053571428573
1359984789.4,10.106382978723405
1359984819.377,10.106382978723405
1359985013.226,7125.0
1359985018.266,10.106382978723405
1359985032.415,4640.625
1359985048.348,10.106382978723405
1359985326.739,7125.0
1359985331.462,10.106382978723405
1359985345.43,4321.614583333333
1359985361.514,10.14957264957265
1359985638.135,3562.5
1359985638.589,4890.625
1359985644.235,10.106382978723405
1359985658.334,3646.2053571428573
1359985674.285,10.106382978723405
1359985952.468,7125.0
1359985950.806,4890.625
1359986262.406,7125.0
1359986576.94,7125.0
1359986575.915,4890.625
1359986888.745,7125.0
1359986898.743,31140.625
1359986899.913,1032.5
1359987116.181,5473.090277777777
1359987110.86,1810.763888888889
1359987114.215,2298.891129032258
1359987099.509,250.21601382488478
1359987128.372,3802.801724137931
1359987129.73,4818.359375
1359987108.514,18270.833333333332
1359987110.016,11164.0625
1359987108.469,4890.625
1359987114.719,14674.107142857143
1359987130.193,8371.875
1359987159.762,4783.203125
1359987158.432,6060.9375
1359987152.138,5.824372759856631
1359987175.513,2156.25
1359987160.16,6078.869047619048
1359987191.675,2638.8888888888887
1359987192.505,4282.98611111111
1359987193.653,4833.984375
1359987201.363,2375.0
1359987193.97,6493.75
1359987201.266,4890.625
1359987229.576,3253.125
1359987224.593,4253.90625
1359987263.286,429.17387543252596
1359987260.533,384.4966317365269
1359987301.02,2054.086538461538
1359987513.224,3420.8984375
1359987514.07,3562.5
1359987514.773,4014.802631578948
1359987515.984,5524.553571428572
1359987513.712,4890.625
1359987516.676,6771.381578947368
1359987548.35,187.5
1359987555.187,4253.90625
1359987619.664,2967.0138888888887
1359987825.352,3562.5
1359987885.46,1603.217690677966
1359987877.422,1222.65625
1359987886.053,2151.639344262295
1359987884.933,3546.875
1359987898.835,2427.5568181818185
1359988138.869,7125.0
1359988368.589,4253.90625
1359988450.471,3676.041666666667
1359988449.984,2375.0
1359988452.93,7122.159090909091
1359988452.882,3198.660714285714
1359988451.049,4890.625
1359988484.398,90.27777777777777
1359988491.818,4253.90625
1359988764.356,3562.5
1359988962.836,2085.4166666666665
1359988983.799,3926.6826923076924
1359988993.529,10.063559322033898
1359989023.673,10.106382978723405
1359989053.642,10.106382978723405
1359989075.611,2375.0
1359989083.727,10.106382978723405
1359989094.063,3926.6826923076924
1359989113.774,10.106382978723405
1359989143.825,10.106382978723405
1359989173.828,10.106382978723405
1359989192.352,46.42857142857143
1359989386.371,2375.0
1359989386.519,4890.625
1359989391.982,10.14957264957265
1359989405.94,4640.625
1359989432.244,121.95444915254238
1359989421.996,10.106382978723405
1359989431.446,2427.5568181818185
1359989441.007,32.77101769911504
1359989472.728,15.825320512820513
1359989700.848,6330.729166666667
1359989701.611,4210.336538461538
1359989699.053,7125.0
1359989702.925,3854.6875
1359989704.62,9211.805555555555
1359989734.82,406.25
1359989741.827,4253.90625
1359990012.325,7125.0
1359990324.302,1781.25
1359990419.037,2358.486374407583
1359990411.271,889.2045454545454
1359990418.133,4053.571428571429
1359990419.149,3052.3255813953488
1359990554.361,17.410714285714285
1359990636.957,7125.0
1359990682.277,1222.65625
1359990690.486,1099.6928418803418
1359990690.796,1917.724609375
1359990689.633,3546.875
1359990950.89,5600.446428571428
1359990949.952,3562.5
1359990953.061,3212.2395833333335
1359990951.839,4378.75
1359990954.417,8290.625
1359990985.167,325.0
1359990992.828,3926.6826923076924
1359991021.565,934.375
1359991261.167,1425.0
1359991295.203,934.375
1359991301.886,4640.625
1359991574.269,1017.8571428571428
1359991886.222,1017.8571428571428
1359991963.416,2005.9974747474748
1359991955.622,1333.806818181818
1359991964.078,6156.25
1359991963.053,244.86228813559322
1359991981.474,1218.6773255813955
1359992201.255,3562.5
1359992202.947,5135.416666666667
1359992202.193,6906.25
1359992204.167,3188.75
1359992205.024,9302.083333333334
1359992236.066,270.8333333333333
1359992242.36,4253.90625
1359992513.519,3562.5
1359992512.392,4890.625
1359992564.866,532.5520833333334
1359992572.776,3926.6826923076924
1359992824.462,3562.5
1359992805.256,10.106382978723405
1359992823.742,4890.625
1359992835.425,10.14957264957265
1359992843.49,4253.90625
1359992880.422,10.106382978723405
1359992910.419,10.106382978723405
1359993136.824,3562.5
1359993141.745,10.106382978723405
1359993155.707,4640.625
1359993171.636,10.14957264957265
1359993449.104,3562.5
1359993449.86,6263.020833333333
1359993451.955,4487.132352941177
1359993450.653,4561.197916666667
1359993454.303,10.106382978723405
1359993453.408,1750.0
1359993468.134,3926.6826923076924
1359993484.182,10.106382978723405
1359993592.328,750.0
1359993759.413,1425.0
1359994072.709,3562.5
1359994113.043,4640.625
1359994384.825,7125.0
1359994384.96,4890.625
1359994428.84,3926.6826923076924
1359994697.158,7125.0
1359994698.71,4890.625
1359995010.131,3562.5
1359995029.173,1750.0
1359995029.356,3002.7573529411766
1359995323.788,3562.5
1359995322.747,4890.625
1359995633.994,7125.0
1359995874.666,4640.625
1359995886.984,26975.0
1359995886.125,347890.625
1359995947.136,7125.0
1359995947.456,4890.625
1359996050.251,23.65451388888889
1359996058.219,3926.6826923076924
1359996260.319,7125.0
1359996571.756,7125.0
1359996793.926,3646.2053571428573
1359996803.961,10.106382978723405
1359996833.785,10.106382978723405
1359996885.177,3562.5
1359996867.426,1238.4259259259259
1359996890.609,10.106382978723405
1359996905.682,3926.6826923076924
1359996920.771,10.14957264957265
1359997197.748,3562.5
1359997196.334,4890.625
1359997202.851,10.106382978723405
1359997216.812,3989.1826923076924
1359997233.649,10.106382978723405
1359997243.629,2427.5568181818185
1359997511.216,7125.0
1359997516.27,10.14957264957265
1359997530.195,4253.90625
1359997546.143,10.106382978723405
1359997824.314,3562.5
1359998135.093,3562.5
1359998445.901,3562.5
1359998446.672,4890.625
1359998522.242,9044.034090909092
1359998525.133,847.5
1359998437.681,2163.0748100922406
1359998567.052,1654.2792792792793
1359998577.413,1898.125
1359998249.052,1251.2931224633846
1359998601.947,120.64873417721519
1359998611.844,120.64873417721519
1359998601.85,2791.037087912088
1359998612.308,1334.6291866028707
1359998643.054,17343.75
1359998643.369,8202.00892857143
1359998647.466,5236.019736842105
1359998710.549,7652.6442307692305
1359998711.276,1569.82421875
1359998713.103,941.7842741935484
1359998715.839,26914.0625
1359998716.195,14674.107142857143
1359998725.155,6868.303571428572
1359998762.883,3562.5
1359998759.076,4890.625
1359998774.418,1507.3390151515152
1359998783.94,3403.125
1359998844.411,8290.364583333334
1359998907.256,9044.034090909092
1359998974.067,11053.819444444445
1359999036.484,7745.192307692308
1359999072.947,7125.0
1359999071.54,4890.625
1359999099.617,11053.819444444445
1359999115.529,62.5
1359999162.766,1355.3631756756756
1359999232.171,11053.819444444445
1359999292.913,1302.3097826086955
1359999325.049,491.58653846153845
1359999333.201,155.99730458221026
1359999336.805,117.6470588235294
1359999397.07,9760.9375
1359999424.896,3562.5
1359999423.635,4890.625
1359999430.993,804.4354838709678
1359999434.08,293.6106220657277
1359999480.05,2179.6875
1359999479.912,2179.6875
1359999479.844,849.8161764705883
1359999478.34,19.662921348314605
1359999478.467,817.1695402298851
1359999478.658,17.11309523809524
1359999478.657,17.11309523809524
1359999479.965,56.578947368421055
1359999478.452,835.0290697674418
1359999489.713,3640.625
1359999478.897,16331.313775510203
1359999489.244,17.013888888888886
1359999478.627,8750.0
1359999478.817,15843.75
1359999479.008,34484.375
1359999479.007,34125.0
1359999478.544,126.08381502890172
1359999478.544,763.9089595375722
1359999478.544,52359.375
1359999478.989,314078.125
1359999489.47,16363.28125
1359999489.954,10187.5
1359999520.785,3646.2053571428573
1359999522.265,1507.3390151515152
1359999477.972,2955.6451612903224
1359999478.225,2382.2645008992804
1359999478.225,2954.67202970297
1359999478.16,3059.464928057554
1359999553.482,2179.6875
1359999478.151,2862.5112511251127
1359999478.151,4438.0063006300625
1359999553.083,20.96518987341772
1359999553.078,20.96518987341772
1359999553.206,816.0511363636364
1359999553.198,817.1695402298851
1359999553.009,20.96518987341772
1359999553.009,20.96518987341772
1359999553.199,17.805232558139537
1359999553.454,64.75903614457832
1359999571.298,406.25
1359999553.072,66078.125
1359999553.311,9640.625
1359999592.878,2179.6875
1359999591.813,21896.875
1359999592.613,12421.875
1359999591.867,755.921052631579
1359999592.498,844.8529411764706
1359999592.688,21.604938271604937
1359999592.81,32.436708860759495
1359999592.81,22.151898734177216
1359999592.877,57.180851063829785
1359999593.068,19.230769230769234
1359999591.815,18.617021276595743
1359999592.365,20.58823529411765
1359999592.365,443.5763888888889
1359999592.365,20.58823529411765
1359999593.019,18.817204301075268
1359999592.429,9518.692484662577
1359999592.363,899.6357361963189
1359999611.041,6906.25
1359999593.574,591359.375
1359999593.031,12435.546875
1359999591.929,116696.42857142857
1359999591.996,20812.5
1359999592.623,8953.125
1359999592.906,45937.5
1359999592.905,156234.375
1359999593.032,479921.875
1359999593.031,376369.7916666667
1359999593.157,9703.125
1359999593.156,199960.9375
1359999593.22,4945.3125
1359999591.902,39415.86538461539
1359999591.902,17887.5
1359999591.902,24573.317307692305
1359999591.902,112375.0
1359999592.509,4677.083333333333
1359999592.821,20556.966145833332
1359999595.99,97609.375
1359999649.907,2179.6875
1359999591.794,2972.442883403361
1359999649.671,120.17746913580248
1359999649.478,124.44196428571429
1359999649.361,21.08433734939759
1359999649.552,19.140625
1359999665.157,4359.375
1359999649.579,3757.8125
1359999651.304,1625.0
1359999649.573,55.96234309623431
1359999649.305,1878.90625
1359999651.986,812.5
1359999664.703,24.51923076923077
1359999657.803,7020.089285714285
1359999681.963,17.013888888888886
1359999682.026,781.25
1359999664.608,5.993150684931506
1359999664.86,5.037006578947368
1359999682.227,4359.375
1359999664.849,239.3490484429066
1359999681.61,22.435897435897434
1359999681.736,763.9627659574468
1359999664.485,64064.73214285714
1359999664.484,5426.498127340824
1359999664.484,87841.14583333333
1359999664.61,119.09722222222221
1359999664.716,285.097947761194
1359999664.214,100428.81944444444
1359999665.379,79578.125
1359999665.442,108093.75
1359999665.878,69.49626865671642
1359999697.665,4359.375
1359999697.046,6210.9375
1359999696.532,22.151898734177216
1359999698.513,886.574074074074
1359999696.657,755.921052631579
1359999693.964,30.381944444444443
1359999697.035,17.805232558139537
1359999697.21,826.671511627907
1359999696.487,34.01898734177215
1359999696.486,18.421052631578945
1359999696.486,124.83723958333333
1359999696.964,17.805232558139537
1359999697.031,20.348837209302328
1359999693.895,30.381944444444443
1359999697.094,16.91176470588235
1359999682.787,56.67372881355932
1359999683.724,714.6561135371179
1359999696.467,182687.5
1359999696.466,278093.75
1359999696.466,4080.729166666667
1359999696.463,134046.875
1359999696.591,1502.6041666666667
1359999696.947,3070.3125
1359999697.261,66125.0
1359999697.385,113046.875
1359999697.449,127406.25
1359999697.384,102234.375
1359999697.922,37890.625
1359999698.278,90078.125
1359999698.466,8968.75
1359999725.991,6906.25
1359999737.986,7125.0
1359999720.912,35078.125
1359999722.299,29801.339285714286
1359999696.338,4187.549186778594
1359999738.504,4890.625
1359999756.255,1625.0
1359999756.888,1625.0
1359999761.934,1625.0
1359999788.334,104.83284883720931
1359999788.462,18.673780487804876
1359999788.587,118.71189024390245
1359999788.84,4359.375
1359999788.083,20.96518987341772
1359999788.15,20.348837209302328
1359999795.509,20.96518987341772
1359999795.509,20.96518987341772
1359999795.508,20.58823529411765
1359999795.698,111.88936781609195
1359999796.074,4359.375
1359999795.456,20.96518987341772
1359999795.456,20.96518987341772
1359999795.432,20.96518987341772
1359999795.433,20.96518987341772
1359999795.623,18.673780487804876
1359999795.749,114.5220588235294
1359999783.441,4191.071428571429
1359999784.65,92067.1875
1359999788.715,1503.125
1359999789.116,266.72149122807014
1359999788.97,11625.0
1359999788.969,148.61111111111111
1359999789.223,148.02631578947367
1359999812.949,4484.375
1359999831.836,6906.25
1359999811.096,32414.0625
1359999835.069,10087.5
1359999835.428,19.444444444444446
1359999831.645,20.114942528735632
1359999833.827,30.625
1359999833.827,30.625
1359999835.871,47320.3125
1359999835.933,8531.25
1359999836.375,13007.8125
1359999835.176,21.34146341463415
1359999835.168,21.34146341463415
1359999828.516,15968.75
1359999829.056,526375.0
1359999831.607,10119.951923076924
1359999831.856,32164.0625
1359999835.036,54309.659090909096
1359999835.035,15203.125
1359999835.399,591359.375
1359999844.74,2786.081827309237
1359999867.142,21256.25
1359999867.331,33.59375
1359999867.389,18.196202531645568
1359999863.272,10572.265625
1359999863.91,13891.715116279069
1359999863.91,21965.448943661973
1359999868.069,8608.455882352942
1359999868.196,7078.125
1359999868.195,21.604938271604937
1359999868.195,14382.8125
1359999868.258,17.74691358024691
1359999868.386,5132.8125
1359999868.385,189.23611111111111
1359999868.385,23.27127659574468
1359999868.512,64.70788043478261
1359999868.957,20.833333333333332
1359999864.834,11827.24471830986
1359999864.834,58660.096153846156
1359999864.834,40119.173728813555
1359999867.693,265.09978991596637
1359999867.74,91.04046242774567
1359999863.573,1009.0725806451612
1359999864.465,526484.375
1359999863.428,344.1611842105263
1359999882.221,7078.125
1359999868.477,56.698312236286924
1359999864.382,40850.0
1359999864.569,65802.08333333333
1359999864.568,91906.25
1359999864.462,66007.8125
1359999866.407,11331.875
1359999866.407,32888.020833333336
1359999866.406,25861.41304347826
1359999866.406,26192.057291666668
1359999867.451,82575.72115384616
1359999868.081,12328.125
1359999868.271,21500.0
1359999866.327,26369.565217391304
1359999866.327,22674.665178571428
1359999867.502,15572.916666666666
1359999867.497,21885.416666666668
1359999868.168,49406.25
1359999868.353,52171.875
1359999898.208,3539.0625
1359999913.102,7078.125
1359999928.151,7078.125
1359999909.1,30953.125
1359999930.129,115.75255102040816
1359999930.125,19.140625
1359999930.571,188.3081896551724
1359999930.825,31.25
1359999930.825,11281.25
1359999930.825,25.735294117647058
1359999931.824,150.73529411764704
1359999930.888,15576.516544117647
1359999931.078,19.140625
1359999931.078,19.140625
1359999931.077,127.88461538461537
1359999931.499,694.5224719101124
1359999931.498,88.88888888888889
1359999931.749,7078.125
1359999913.669,1625.0
1359999913.797,812.5
1359999913.669,812.5
1359999913.859,812.5
1359999914.152,812.5
1359999913.503,812.5
1359999945.674,3539.0625
1359999931.755,119.31818181818183
1359999832.191,1951.6457100591715
1359999829.37,7304.235604481501
1359999832.118,2772.20615922539
1359999832.118,2536.4527299623455
1359999832.118,5997.478483055406
1359999930.765,28704.86111111111
1359999930.829,22979.440789473683
1359999930.828,14733.774038461539
1359999931.207,24377.604166666668
1359999931.207,9007.8125
1359999930.746,17918.402777777777
1359999930.745,23124.13194444444
1359999930.745,20830.729166666668
1359999961.582,707.8125
1359999963.616,22107.975746268658
1359999963.805,129.8828125
1359999963.804,19.140625
1359999963.804,19.140625
1359999964.735,32.03125
1359999964.799,181.884765625
1359999964.799,100.0
1359999964.796,6906.25
1359999964.987,28.846153846153847
1359999963.737,19.140625
1359999963.736,118.1640625
1359999964.686,98.37962962962963
1359999964.686,8125.0
1359999964.814,5304.6875
1359999964.788,884.765625
1359999964.915,23.77717391304348
1359999965.118,29.166666666666668
1359999964.789,86.85661764705883
1359999979.853,7078.125
1359999810.591,2577.9871323529414
1359999963.417,26588.709677419356
1359999963.48,24115.423387096776
1359999963.413,16863.020833333332
1359999964.176,25812.5
1359999964.329,6757.978723404255
1359999964.392,6798.4375
1359999964.392,8927.849264705883
1359999964.813,16218.75
1359999962.911,9640.625
1359999994.754,6265.625
1359999972.993,9044.034090909092
1360000001.776,6906.25
1360000003.094,89.8876404494382
1360000003.093,702.4147727272727
1360000003.093,10609.375
1360000003.092,191.61184210526315
1360000003.156,90.9090909090909
1360000003.155,79.72301136363637
1360000003.659,1750.0
1360000003.786,19.021739130434785
1360000001.512,1029.8076923076922
1360000001.512,47322.33796296296
1360000003.083,30.17241379310345
1360000003.083,20.114942528735632
1360000001.43,5631.25
1360000001.43,8097.800925925925
1360000001.43,6396.412037037037
1360000001.302,10324.548192771084
1360000002.609,21.34146341463415
1360000002.8,18.617021276595743
1360000003.042,72.24770642201834
1360000018.755,6578.125
1360000018.691,7078.125
1360000019.205,20.114942528735632
1360000018.372,30.50595238095238
1360000018.372,18.01470588235294
1360000018.367,727.2058823529411
1360000018.367,18.01470588235294
1360000018.367,81.57703488372094
1360000018.371,93.02325581395348
1360000018.688,22.151898734177216
1360000019.964,3289.0625
1360000020.896,7078.125
1360000020.96,6578.125
1360000018.32,18.01470588235294
1360000018.32,20.833333333333332
1360000018.3,216.58415841584159
1360000018.295,18.01470588235294
1360000018.299,18.01470588235294
1360000018.299,84.6656976744186
1360000018.741,160.15625
1360000019.828,2359.375
1360000002.268,6619.791666666667
1360000002.268,66389.0625
1360000002.268,11768.75
1360000002.236,6453.125
1360000003.163,1793.9351045296169
1360000003.103,102.37455197132617
1360000003.164,126890.625
1360000003.477,226493.75
1360000002.643,27592.447916666668
1360000002.624,6835.9375
1360000002.813,10147.569444444445
1360000002.533,20345.170454545452
1360000003.62,2291.2946428571427
1360000003.682,156703.125
1360000002.59,59984.375
1360000002.59,17152.777777777777
1360000018.683,184.34758771929825
1360000043.708,8125.0
1360000042.941,12812.294407894737
1360000043.129,30455.58035714286
1360000043.129,17.40056818181818
1360000044.375,20.833333333333332
1360000044.375,20.833333333333332
1360000044.502,84.52560240963855
1360000044.502,96.3855421686747
1360000044.566,2192.7083333333335
1360000043.077,19.886363636363637
1360000043.077,99.50657894736842
1360000043.077,17.40056818181818
1360000043.077,17.40056818181818
1360000044.446,753.810975609756
1360000044.446,176.37310606060606
1360000044.446,1769.53125
1360000044.509,88.79573170731707
1360000045.123,20.348837209302328
1360000050.823,3562.5
1360000044.474,118.0
1360000035.939,11053.819444444445
1360000059.849,7078.125
1360000060.675,142.36111111111111
1360000043.901,39005.208333333336
1360000043.901,47135.15625
1360000043.9,47777.529761904756
1360000043.9,43213.81578947369
1360000044.473,13098.011363636364
1360000044.536,11390.625
1360000043.814,40977.79605263158
1360000074.564,7078.125
1360000086.973,4359.375
1360000086.161,804.3241279069767
1360000086.985,768.4507978723403
1360000085.976,20.114942528735632
1360000086.652,15774.806701030928
1360000002.361,2934.204013678906
1360000085.452,95772.13541666667
1360000085.967,155612.5
1360000085.966,27875.0
1360000086.342,314085.9375
1360000085.824,142753.125
1360000085.888,16687.5
1360000085.888,179125.0
1360000085.888,167691.40625
1360000085.888,318647.3214285714
1360000086.015,12897.727272727274
1360000086.586,35.81957547169811
1360000090.858,812.5
1360000091.171,812.5
1360000090.893,812.5
1360000091.018,1625.0
1360000091.081,812.5
1360000101.61,7652.6442307692305
1360000113.137,35835.9375
1360000113.327,8964.488636363636
1360000113.25,60048.295454545456
1360000113.185,12158.854166666666
1360000113.248,62341.145833333336
1360000113.248,7075.284090909091
1360000137.593,6906.25
1360000122.749,19328.125
1360000122.813,98817.70833333333
1360000262.472,209.31603773584905
1360000021.604,1469.9557753944773
1360000284.613,76.65094339622641
1360000285.108,73.86363636363637
1360000283.069,19.40247252747253
1360000326.414,201.70454545454544
1360000325.929,201.70454545454544
1360000325.22,78.125
1360000353.726,243.75
1360000352.911,125.0
1360000332.732,19.33166058394161
1360000356.502,28.017241379310345
1360000355.245,58.035714285714285
1360000367.83,3562.5
1360000363.051,79.65686274509804
1360000363.242,79.65686274509804
1360000353.625,3646.2053571428573
1360000367.651,10.350318471337578
1360000543.205,243.75
1360000545.298,3562.5
1360000585.604,243.75
1360000867.869,86.28472222222221
1360000879.742,14.336340206185566
1360001391.463,4890.625
1360001728.916,7125.0
1360002126.993,1031.25
1360002299.939,2745.659722222222
1360002394.148,7125.0
1360002506.407,2920.3125
1360002705.492,3562.5
1360002803.984,2654.8295454545455
1360002898.04,16.07142857142857
1360003017.396,1781.25
1360003168.322,50.16447368421053
1360003205.11,79.1170634920635
1360003214.541,16.457100591715978
1360003330.526,7125.0
1360003644.59,7125.0
1360003954.991,7125.0
1360004455.762,3562.5
1360004453.584,4890.625
1360004952.9,130.0
1360005322.733,82.61303191489363
1360005334.61,13.90625
1360005534.677,228.21969696969697
1360005535.466,388.5416666666667
1360005539.218,45.416666666666664
1360005537.6,90.83333333333333
1360005547.309,16.145833333333336
1360006058.393,24.38766891891892
1360006075.71,4244.791666666667
1360006083.492,3695.3125
1360006097.202,2070.3125
