window_start,week,mtf7w2,mwwcn6,lms8m4,dsdxd8,wgocn,jdf5g4,dtqb7d,habc8,ngtp8b,kedgm9,kab5zb,jfk535,mmvd,hnldm2,jdk88,ajdqnf,nm8c7,jmd5h8,anfz9,oro26b,kdcn,krh5f5,tah5z2,jlkm94,nhm2p3,tlgdq9,lpnb79,tjdpzd,wahbf,jrrgxf,zws2p8,ajb9b3,elnfh,pt7td,hmnhx4,mdvw5,jahq76,tcdzb7,jac345,mmg9n6,tkbn4,hemmb2,dlokv6,bay6g7,jlgwx,pecxc9,rrg3md,mjpg95,njd5zf,jhgn9,jkn7f,kah89f,amsh7,bpc42
1359985070,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3199.3904532967035,0.001,1087.019751082251,0.001,0.001,0.001,0.001,0.001,7125.0,0.001,0.001,1501.6163793103449,0.001,0.001,4315.917184667185
1359985297,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,15.957446808510635,0.001,0.001,0.001,0.001,0.001,2866.717634740407,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4209.1796875,0.001,1272.526683087028,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,107.58758870470425,0.001,3192.504091653028,1246.7906059453287
1359985524,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2423.908624620061,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,421.875,0.001,37.326388888888886,0.001,0.001,0.001,0.001,0.001,3562.5,0.001,0.001,0.001,6673.533419599185,2946.459441489362,1944.4054162549405
1359985751,Week1,0.001,0.001,9.593465045592703,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6007.8125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1635.8305355230411,0.001,1080.9134579160293,0.001,0.001,0.001,0.001,0.001,0.001,0.001,73.80319148936171,2023.7487267634326,3064.2016846893703,0.001,4168.29051253207
1359985978,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,39.893617021276604,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,123.14523381294964,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3078.125,0.001,1892.7283653846155,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,151.96759259259258,8728.484344191333,2716.6417331560283,1650.9887639436308
1359986205,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,15.957446808510635,0.001,0.001,0.001,0.001,0.001,7125.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3223.090277777778,0.001,0.001,0.001,0.001,0.001,0.001,19.166666666666664,7125.0,0.001,0.001,3710.44921875,3227.2486860988984,10.084971150378653,4496.827477357221
1359986432,Week1,0.001,0.001,16.874050151975684,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6007.8125,32661.23089053798,0.001,0.001,0.001,0.001,0.001,0.001,11.388483965014574,0.001,0.001,0.001,0.001,656.25,0.001,1047.873590225564,0.001,0.001,0.001,0.001,32.608695652173914,0.001,0.001,73.80319148936171,76.10479797979798,178.44202898550725,6007.8125,2709.874549904885
1359986659,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,45592.63000318351,0.001,0.001,0.001,0.001,0.001,0.001,11676.291381186276,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3513.90180999556,0.001,978.1021062271063,0.001,0.001,0.001,0.001,0.001,29296.92836364758,0.001,0.001,3826.5625,169.73079004329006,7125.0,1911.0522823034482
1359986886,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,29222.3192374027,0.001,0.001,0.001,0.001,6616.736004207718,40797.36019475019,3823.08625105767,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4997.800595238096,0.001,1436.2599206349205,0.001,0.001,0.001,0.001,0.001,2452.364042207792,0.001,0.001,1797.1261160714284,0.001,4226.5625,2450.0176567919166
1359987113,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5325.680412145453,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5134.157897290324,0.001,24573.226950354612,0.001,0.001,0.001,0.001,0.001,0.001,0.001,76.29654255319149,1205.0056449376386,0.001,0.001,187.2521488121587
1359987340,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6828.734485815603,0.001,0.001,0.001,0.001,4078.2709336818607,0.001,3126.502018010452,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,543.6197916666666,0.001,1418.0410879629628,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67.95562709966407,57.51819667260844,0.001,2593.75,4500.812451996928
1359987567,Week1,0.001,0.001,17.09408646908647,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2967.013888888889,90624.38172463504,3748.7682911706347,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3691.3215426098996,0.001,903.6614343317972,0.001,0.001,0.001,0.001,0.001,7125.0,0.001,0.001,3407.527516677518,0.001,0.001,2678.9145136631555
1359987794,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2375.0,0.001,0.001,0.001,0.001,2419.07418385368,0.001,3270.51936159079,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,30134.555402787868,0.001,537.5,0.001,0.001,0.001,0.001,0.001,0.001,0.001,70.3125,2517.978727263932,0.001,4226.5625,112.36773307337823
1359988021,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7125.0,3094.903147142676,42454.28913582407,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2635.9044511948487,0.001,799.3964947089947,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5570.313748467376,0.001,0.001,28895.674312853836
1359988248,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,8135.280207113583,0.001,0.001,0.001,4252.732120310246,922.4218932487772,6398.904241558671,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,24619.23676408343,0.001,498.51027061476617,0.001,0.001,0.001,0.001,72639.9007326523,11683.842246066859,0.001,49.45146276595745,43.312404322505934,0.001,32854.915893108264,1676.8512004050433
1359988475,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,37666.07142857143,0.001,0.001,0.001,2172.0920138888887,130.94861660079053,3643.505859375,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,406.25,0.001,1434.5238095238094,0.001,0.001,0.001,32.608695652173914,0.001,469.854797979798,0.001,70.3125,99.75492357436804,0.001,25475.488489455794,1776.6546628510964
1359988702,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1187.5,0.001,0.001,0.001,0.001,3562.5,812.6273890670944,640.9447034447034,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,143.89521482574222,0.001,1204.8080460933284,0.001,0.001,0.001,15.845070422535212,0.001,9123.9666005291,0.001,0.001,3440.1498538011692,0.001,17495.34729477074,3445.028131339272
1359988929,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,17263.376815940497,0.001,0.001,0.001,1237.4377525497705,0.001,3699.055838178295,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,135.41666666666666,0.001,1037.1482487922706,0.001,0.001,0.001,863.3742559523808,0.001,3138.0312340845094,0.001,70.9476483762598,55.49094176143357,0.001,17428.784137310646,2157.8076685219544
1359989156,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,28.267477203647417,2375.0,2533.3333333333335,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,28313.68086978381,0.001,1471.6331845238094,0.001,0.001,0.001,0.001,0.001,185.6670673076923,0.001,0.001,26.770703608956268,0.001,4553.441318727399,5853.158329043344
1359989383,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,23988.101390462765,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1613.8459512416214,0.001,87.22022334477062,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,11528.044106901612,0.001,583.3333333333334,0.001,0.001,0.001,0.001,7125.0,0.001,0.001,0.001,0.001,0.001,1536.830357142857,43.66027875644277
1359989610,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3143.444310020518,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5056.102144383395,7125.0,2213.7467567155068,0.001,0.001,0.001,14093.449580310615,0.001,0.001,0.001,0.001,0.001,0.001,50551.29769498778,0.001,6871.875,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2105.569579212671,20.040317292766048,0.001,0.001,74.77859189885444
1359989837,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,8429.669462922171,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7125.0,54012.85090829081,8818.17816638918,0.001,0.001,0.001,30781.981423600788,0.001,0.001,0.001,0.001,0.001,0.001,2991.7708333333335,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,78.73448581560284,65.76897804576377,0.001,203.125,4675.898984950288
1359990064,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,29991.85408376595,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,147392.55178677812,4359.561298723513,0.001,0.001,0.001,2612.465772972239,0.001,0.001,0.001,0.001,0.001,0.001,2075.4660551660218,0.001,5947.404153493081,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,18364.58333333333
1359990291,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,9622.52101278775,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2426.9675859657814,0.001,0.001,0.001,0.001,0.001,1247.654598308668,0.001,0.001,0.001,0.001,0.001,0.001,1944.9499881628785,0.001,44135.46623195151,0.001,0.001,0.001,0.001,0.001,0.001,0.001,43.144153897401736,15.00675028941756,0.001,0.001,1402.9947916666665
1359990518,Week1,0.001,0.001,0.001,11723.275047085934,0.001,0.001,0.001,0.001,0.001,0.001,0.001,81.45596847303896,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2488.2265692568426,0.001,1054.059829059829,0.001,0.001,0.001,4154.324927938396,0.001,0.001,0.001,0.001,16.927083333333332,0.001,4540.350913621262,0.001,10542.410714285714,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3571.529186958875
1359990745,Week1,0.001,0.001,16.836240310077518,16427.337813656817,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2646.5975740070135,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,49.93839403774492,0.001,5008.912202380952,0.001,0.001,0.001,0.001,0.001,2900.568181818181,0.001,0.001,0.001,0.001,0.001,0.001,2416.9560185185187,0.001,5537.887286324786,0.001,200.89285714285717,0.001,0.001,0.001,0.001,0.001,69.55645161290322,0.001,0.001,0.001,1947.3721590909092
1359990972,Week1,0.001,0.001,22.306461269227228,13218.668225683194,0.001,0.001,0.001,0.001,0.001,0.001,0.001,16462.30741358144,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1728.6858974358977,0.001,17.375886524822693,0.001,0.001,0.001,2866.477272727273,0.001,0.001,0.001,0.001,0.001,0.001,3191.9808201058204,0.001,7184.660793744774,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,19359.761218841875
1359991199,Week1,0.001,0.001,16.70048701298701,6457.5114557971,0.001,0.001,0.001,0.001,0.001,0.001,0.001,14780.607419661745,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,31.914893617021274,0.001,0.001,0.001,2333.3333333333335,11.842105263157894,0.001,0.001,0.001,0.001,2909.036075367647,0.001,0.001,0.001,0.001,0.001,0.001,12260.02228502396,0.001,460.90218812116495,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,20274.269903256867
1359991426,Week1,0.001,0.001,0.001,151.33268842934945,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3337.629576508769,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1017.8571428571428,0.001,10.14957264957265,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5844.654637896825,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,47.87234042553192,0.001,0.001,0.001,25106.051653870367
1359991653,Week1,0.001,0.001,718.75,192.48416825979774,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2887.7927027644528,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68.58552631578947,0.001,0.001,0.001,10.106382978723405,0.001,0.001,0.001,3428.5910087719294,0.001,0.001,0.001,0.001,0.001,0.001,3064.174107142857,0.001,0.001,129.27027329749103,0.001,0.001,0.001,0.001,0.001,0.001,54253.16870324746,0.001,0.001,0.001,23051.590149945867
1359991880,Week1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1296.0383108231606,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,13.719512195121949,0.001,1996.2418415839038,0.001,0.001,0.001,0.001,0.001,3245.8488707983197,0.001,0.001,0.001,0.001,0.001,0.001,1157.87362169835,0.001,0.001,0.001,0.001,0.001,0.001,3562.5,0.001,0.001,10932.322044614442,0.001,0.001,0.001,3502.446084848893
1359992107,Week1,0.001,0.001,8.03072625698324,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4659.962797619048,0.001,1304.7745174702472,0.001,0.001,0.001,6019.973425963129,0.001,0.001,0.001,0.001,0.001,0.001,406.25,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3179.206577912854,0.001,0.001,0.001,7840.725245938895
1359992334,Week1,0.001,0.001,17917.286192644595,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,208.22192513368987,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,69.31515957446808,0.001,4226.5625,74.05431105008213,972.3808387191539,0.001,0.001,0.001,5841.516415040712,0.001,0.001,0.001,0.001,0.001,0.001,3410.15625,0.001,99252.73541114059,0.001,0.001,0.001,0.001,739.6216299019607,0.001,0.001,52967.11256838344,0.001,0.001,0.001,3742.1875
1359992561,Week1,0.001,0.001,24768.946163466047,0.001,4845.843636569873,0.001,0.001,0.001,0.001,0.001,0.001,5227.820019314822,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2229.617387820513,53.38395856662934,0.001,0.001,0.001,0.001,1835.3695524304471,0.001,0.001,0.001,0.001,0.001,0.001,2897.3491968557755,0.001,102.61574074074073,0.001,0.001,0.001,0.001,0.001,0.001,0.001,14736.240916406638,0.001,0.001,0.001,75.53160325337745
1359992788,Week1,0.001,0.001,5.2655677655677655,0.001,10540.856970570738,0.001,0.001,0.001,0.001,0.001,0.001,42.47226188863261,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,27.217741935483872,0.001,43.92464539007092,0.001,1821.071424512249,4640.625,4481.875,0.001,0.001,7125.0,1869.2065746753246,0.001,0.001,0.001,0.001,505.02795015760444,0.001,2940.5514821932557,0.001,951.5376984126984,0.001,0.001,0.001,0.001,0.001,0.001,0.001,348.3009464655427,0.001,0.001,0.001,7645.361265835582
1359993015,Week1,0.001,0.001,0.001,0.001,4152.40895080907,0.001,0.001,0.001,0.001,74392.9398196289,0.001,57.98504201022858,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,38037.30423538644,0.001,0.001,0.001,0.001,0.001,2055.845238907074,11518.787641427032,27649.484749624695,0.001,0.001,1877.0170454545455,62028.87726023719,0.001,0.001,0.001,0.001,0.001,0.001,925.8060253699789,0.001,30229.382604163977,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,75911.45833333333,63.72028128747043,0.001,19759.85692473679
1359993242,Week1,0.001,0.001,0.001,0.001,79301.70649359451,0.001,0.001,0.001,0.001,42966.97948621921,0.001,16.07142857142857,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,33.95877659574468,664.5393192488264,0.001,0.001,67.20333020637898,0.001,3508.6628826039414,31955.47782782763,6843.699919871795,0.001,13778.260846613013,43710.47866321695,2189.8484002976193,57200.378775667865,0.001,0.001,0.001,7125.0,0.001,20856.1920603512,0.001,38586.21604958561,0.001,0.001,0.001,0.001,1726.2359336452078,0.001,0.001,1801.6411163522012,0.001,17.856382978723406,98.95833333333331,2652.5016405603596
1359993469,Week1,0.001,0.001,0.001,0.001,2870.7243895344714,0.001,0.001,0.001,0.001,13860.88071986236,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,64.26023802483736,0.001,0.001,0.001,69.31515957446808,0.001,380.0531914893617,7909.204359118736,6364.502868196183,0.001,6061.747487887371,60584.729918229306,2923.736413043478,54398.726658890206,0.001,0.001,0.001,0.001,0.001,490.5133928571429,0.001,56446.654091430435,5557.00785648541,0.001,0.001,0.001,2367.896718297055,14924.85954784954,0.001,0.001,0.001,0.001,611.8645209097823,3623.946435359551
1359993696,Week1,0.001,0.001,9139.957987614238,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,25625.327087014753,0.001,0.001,0.001,0.001,1425.0,31.25,2157.0587940705127,0.001,8560.847370142132,8567.355223092825,4328.524148674439,6336.213861090066,0.001,365.1315789473685,0.001,0.001,0.001,47.53521126760563,0.001,22985.347005298358,16416.710634129544,0.001,0.001,0.001,2630.0218933024516,5226.888020833333,0.001,554.0943986352005,0.001,0.001,95.34072249589491,14895.416929834795
1359993923,Week1,0.001,0.001,21059.734928031477,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,8933.43615918952,0.001,0.001,0.001,0.001,4101.5625,76901.14073055626,1648.0654761904764,0.001,4587.000128645172,0.001,5889.583333333332,3607.030965075652,0.001,0.001,0.001,0.001,0.001,13738.28125,0.001,3569.0104166666665,69161.4182378906,0.001,0.001,0.001,5430.091235157371,7531.389973958333,0.001,325.0,0.001,0.001,2040.4166666666667,1563.0685263235728
1359994150,Week1,0.001,0.001,9550.152571206714,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1565.1881720430108,0.001,0.001,5015.276379497355,0.001,0.001,21741.411969899644,0.001,0.001,35384.618339554356,0.001,53196.85076061612,5468.715899365372,0.001,0.001,0.001,0.001,0.001,1760.4188337920573,0.001,15281.552810077523,5016.774462850765,0.001,0.001,0.001,2061.2632203236017,3599.976859151804,0.001,1766.5301036682617,0.001,0.001,71.53642922897355,367.3032407407407
